"facultyName","subjectName","courseLetters","courseNumbers","courseTitle","courseSummary"
"Faculty of Extension","Extension - Purchasing Management","EXPMAC","5634","Introduction to Logistics","The interconnections between procurement, operations, and transportation will be explored in this course. Participants will discuss how to balance the pressures for large order sizes with low unit costs. Against this, participants will also learn about the pressures to keep order sizes low so as to  minimize warehouse  space and inventory obsolescence. The option between few centralized warehouses and multiple distributed warehouses will be addressed. Among the topics covered are forecasting, uncertainty, safety stocks, and customer service requirements. Computer systems such as DRP, WMS and TMS will also be presented."
"Faculty of Extension","Extension - Purchasing Management","EXPMAC","5635","Introduction to Operations Management","This course will familiarize participants with operations in manufacturing, distribution, and services organizations. Participants will learn the basics of location selection and layout. Among topics covered are capacity planning and scheduling, as well as the key concepts of JIT/Lean, OPT/TOC and MRP. Participants will discuss the challenges of balancing capacity with demand and familiarize themselves with forecasting techniques, demand planning, and inventory ordering. Quality systems and continuous improvement methodologies, including Deming, Juran, ISO 9000 and Six Sigma, will also be addressed."
"Faculty of Extension","Extension - Purchasing Management","EXPMAC","5690","Communication and Relational Skills","Essential to the successful supply chain professional are the competencies of listening skills, spoken and written communication, persuasiveness and the ability to explain complex issues throughout the organization and around the supply chain. Another critical ability is building effective inter-organizational supply chain relationships.  This workshop covers how to create and deliver strong presentations and how to be professional in your spoken communications by looking at steak, sizzle and style.  Non-verbal communication such as appearance and body language are also explored.  The workshop offers guidance on producing clear, concise and compelling reports and written communication, and examines do's and don'ts in electronic communication today."
"Faculty of Extension","Extension - Purchasing Management","EXPMAC","5691","Negotiation Skills","Negotiation skills are an essential competency for any manager, and especially those responsible for supply chain management.  This workshop provides you with a roadmap for leading or participating in successful negotiations.  You will focus on the entire negotiation process, and learn the activities and techniques to be used from the preparation stage to the actual face-to-face negotiations.  It covers understanding the other negotiator, responding to power imbalances, as well as looking beyond the deal to building longer-term relationships. Interactive activities, including negotiation simulations and role-playing exercises, feature prominently and allow opportunities to fine-tune your own negotiating skills."
"Faculty of Extension","Extension - Purchasing Management","EXPMAC","5692","Competitive Bidding, Contract Preparation and Contract Management","Competitive bidding and contract management, if not handled properly, can lead to serious legal and financial consequences for any organization.  This workshop seeks to equip you with the tools required to turn this into a competitive advantage of your enterprise.  The workshop looks at the conditions for successful bidding and the elements of the bidding process, including RFPs and RFQs.  Electronic tendering is also addressed.  The workshop moves on to examine types of contracts and contract law.  Candidates also gain an understanding of writing contract terms and how to manage a contract from performance review to dispute resolution and termination."
"Faculty of Extension","Extension - Purchasing Management","EXPMAC","5696","Introduction to Accounting and Finance","This seminar provides a comprehensive overview of how finance impacts supply management. Basic terminology used in finance and accounting are defined. Participants will learn how to read financial statements and understand how decisions are made. They will be introduced to working with key ratios in interpreting financial information. The principles of accounting and budgeting are also presented. Participants will gain an understanding of how supply management practitioners make a business case for an investment and how they evaluate investment opportunities."
"Faculty of Extension","Extension - Purchasing Management","EXPMAC","5697","Introduction to Marketing","Participants will learn the role and purpose of marketing with a special emphasis on how marketing affects supply management. The differences between marketing and sales, marketing products and services, as well as B2B and B2C marketing will be addressed. Market research, understanding your competition, market segmentation and market selection are key topics covered. Among the other subjects discussed are the marketing mix: the 4 Ps of product, pricing, place and promotion. Strategies for market leaders and market followers will also be outlined."
"Faculty of Extension","Extension - Purchasing Management","EXPMAC","5698","Introduction to Business Planning","Every department has a critical role to play in delivering on its organization's overall strategy. This seminar provides an overview of strategic planning in an organization and the basic elements of a strategic analysis (SWOT). The Porter 5-Forces Model for analyzing the competitive environment will be introduced. Topics covered include critical success factors, strategic maps, company positioning, and strategic models (low-cost, differentiation, and niche). Participants will discuss how to develop a strategic plan in a supply management role and the links between the strategic plan and a budget."
"Faculty of Extension","Extension - Residential Interiors","EXRI","3499","Universal Design","Learn the principles of Universal Design or ""inclusive."" You will come to think of design in new ways by becoming aware of the impact universal design has had on the past, present, and future of residential housing design. We will focus on maximizing utility with the ultimate goal of looking at design projects that accommodate people's needs regardless of age, ability, or circumstance."
"Faculty of Extension","Extension - Residential Interiors","EXRI","3510","Computer-Assisted Design","Visualizing space in three dimensions (3D) is critical to the success of an interior decorator/designer. In this course, you will learn SketchUp, a prominent 3D design software, that quickly generates everything from rough concepts to evaluate scale, proportion, colour and texture, to working drawings and construction documents for production, all using a familiar pencil and paper paradigm. Most successful architectural firms with Interior Design or Decoration departments employ SketchUp software.    Prerequisite: EXRI 4677"
"Faculty of Extension","Extension - Residential Interiors","EXRI","3588","Green Design","Green Design represents a transformation in the industry; where interior design can make a significant contribution to the development of environmentally sensitive buildings. This course provides students with the knowledge and skills necessary to meet client demands for greener and healthier interiors, without compromising the quality and integrity of their designs.    Restricted to Residential Interior Certificate program students and Corequisite EXRI 4676"
"Faculty of Extension","Extension - Residential Interiors","EXRI","3597","Surface and Textile Design","Surface and Textile Design is an introductory studio course in various methods of designing pattern and printing and dyeing textiles. The focus will be on learning the steps in designing textiles and creating pieces of work using one or two of these techniques. Traditional methods of textile design such as batik, shibori, and silk painting will be studied. Students will gain knowledge of the design process including visualization, communication, inspiration and influence.    Completion of EXRI 4678 is strongly recommended."
"Faculty of Extension","Extension - Residential Interiors","EXRI","4676","Introduction to Residential Interiors","Gain an understanding of residential interior design theories, processes, and styles through a balance of the aesthetic and the technical. Learn basic design elements and principles, client needs assessment, articulation of the design process, identification of domestic styles, career options, scope of practice, and the role of consultants."
"Faculty of Extension","Extension - Residential Interiors","EXRI","4677","Basic Drawing Drafting and Presentation","Develop basic skills in drawing, drafting, and presentation relevant to the field of interior decorating. This intensive course includes hands-on application of theory. Learn basic line-drawing and modeled-drawing techniques, basic drafting tools and techniques, three-dimensional subjects and translation of these into two-dimensional images, as well as presentation techniques for portfolios and client proposals.    Restricted to Residential Interior Certificate students and Prerequisite EXRI 4676"
"Faculty of Extension","Extension - Residential Interiors","EXRI","4678","Colour Theory and Application","Explore the complexities of colour and gain an understanding of its function, subjectivity, and application. Learn basic light and colour theories, colour harmony schemes, colour mixing with acrylics, development and application of a colour plan, implications of colour for the selection of residential interior materials, psychological properties of colour; historical colour periods; and colour forecasting/trends.    Restricted to Residential Interior students and Prerequisite EXRI 4676"
"Faculty of Extension","Extension - Residential Interiors","EXRI","4679","Space Planning","Apply your space planning skills and knowledge in this hands-on course that builds on basic research techniques and fundamental theories of residential interior decorating. Learn application of client needs assessment research and problem solving techniques; human/spatial considerations in design; schematics and preliminary planning; design concepts of furniture grouping considerations; functional layouts for individual rooms, room groupings and storage areas; and basic residential structural, mechanical and electrical systems diagrams.     Prerequisite: EXRI 4677"
"Faculty of Extension","Extension - Residential Interiors","EXRI","4680","Products and Finishes","Develop creative skills for the effective application of products and materials in decorating residential interiors. We will cover the function of finishes in residential interiors; applying specific materials relative to cost, durability and maintenance; awareness of the function and aesthetics of materials; applying good design elements and principles in the use of materials; interior finishes for permanent, semi- or non-permanent elements; and general understanding of window coverings, lighting and accessories related to residential interiors.    Prerequisite: EXRI 4678"
"Faculty of Extension","Extension - Residential Interiors","EXRI","4681","Business Practice","Develop the necessary tools to market interior decorating services and/or products effectively within the residential decorating industry using good business and project management practices. Learn the process of starting and growing a residential interior decorating business including marketing skills for establishing a clientele base, finding tools and design sources, selling products and services, avoiding legal problems, establishing fees for services and other basic business practices relevant to the field of residential interiors. Practical aspects of employment in the industry will also be covered.    Prerequisites: EXRI 4679 and EXRI 4680"
"Faculty of Extension","Extension - Residential Interiors","EXRI","4682","History of Residential Furnishings","Explore the history of furniture and interior decoration from Greek and Roman classics through the 18th century to the present. Examine the relationship of art, architecture and the decorative arts in interiors within the context of larger historical events. In this course we will cover major furniture styles and interior design from the classical to the present in Europe and North America; historical characteristics that are repeated in contemporary interior decoration; the relationship of art, architecture and the decorative arts to historical furniture and interior decorating styles; and social, political and economic forces that influenced the periods of interior design styles.    Restricted to Residential Interior students and Corequisite EXRI 4676"
"Faculty of Extension","Extension - Residential Interiors","EXRI","4683","Building Construction","Focus on residential wood frame construction as well as the legal requirements of construction as defined by the Alberta Building Code. Although designed for individuals with little or no construction knowledge, this course is a good review for those who already have building experience. You will be given an introduction to basic blueprint reading, interpreting structural and architectural drawings, construction techniques and basic estimating; and an overview of manufacturers and use of structural materials, aging problems, limits on design and construction, and safety for the occupant.    Restricted to Residential Interior students and Prerequisite EXRI 4676"
"Faculty of Extension","Extension - Residential Interiors","EXRI","4685","Design Studio: Residential Project","The design studio will provide an opportunity to apply the knowledge obtained from core courses of the Residential Interiors Program by completing a major residential project. Students will create a comprehensive project file utilizing the elements and principles of design. A systematic approach from design development (concepts and presentation) to implementation (drawings, finish, furniture and fixture specifications) will be taught through a series of in-class and take-home exercises.  Prerequisites: EXRI 4679 and EXRI 4680"
"Faculty of Extension","Extension - Residential Interiors","EXRI","4697","Lighting","Gain an understanding of lighting principles, applications and types of lighting and light sources and fixtures pertaining to residential interiors. Learn how lighting affects other elements of design and the atmosphere of spaces. Understand how to read a reflected ceiling plan and create one to aid in the implementation of lighting in your projects. Develop and understanding of specification of lighting. Learn how lighting controls implemented into spaces can improve the design and energy consumption. We will further explore lighting by visiting some lighting showrooms.    Restricted to Residential Interior students and Prerequisite EXRI 4676"
"Faculty of Extension","","EXSCMA","5632","SMT Procurement","From recognizing a need to issuing a purchase order, Participants will learn the essentials of determining quantity, specifications and price that are the cornerstones of procurement. This course covers a variety of procurement scenarios: repetitive purchases of production materials, procuring one-time low-cost items, large capital goods acquisition and securing commodities under long-term supply contracts. The opportunities and challenges of international procurement versus domestic procurement will be discussed. Participants will gain a broad understanding of the role of procurement and the various ways it can be organized."
"Faculty of Extension","","EXSCMA","5633","SMT Transportation","Participants will learn the advantages and limitations of the 4 modes of transportation: road, rail, air and water, as well as intermodal transportation. Topics covered include the role of freight forwarders, brokers and integrated transportation companies. This course will introduce Participants to transportation documentation and allow them to experience basic load planning. Participants will gain an overview of contracts, insurance, customs clearance and letters of credit. The fundamentals of lncoterms 2010 and their impact on buyer-seller responsibility for transportation will also be examined."
"Faculty of Extension","","EXSCMA","5634","SMT Logistics","The interconnections between procurement, operations and transportation will be explored in this course. Participants will discuss how to balance the pressures for large order sizes to achieve low unit costs with the competing pressures to keep order sizes low to minimize warehouse space and inventory obsolescence. The options of few centralized warehouses versus multiple distributed warehouses will be addressed. Among the topics covered are forecasting, uncertainty, safety stocks and customer service requirements. Computer systems, such as DRP, WMS and TMS, will also be presented."
"Faculty of Extension","","EXSCMA","5635","SMT Operations Management","This course will familiarize Participants with operations in manufacturing, distribution and services organizations. They will learn the basics of location selection and layout. Among topics covered are capacity planning and scheduling, as well as the key concepts of JIT/Lean, OPT/TOC and MRP. Participants will discuss the challenges of balancing capacity with demand and be introduced to forecasting techniques, demand planning and inventory ordering. Quality systems and continuous improvement methodologies, including Deming, Juran, ISO 9000 and Six Sigma, will also be addressed."
"Faculty of Extension","","EXSCMA","5690","SMT Communication and Relational Skills","Essential to the successful supply chain professional are the competencies of listening skills, spoken and written communication, persuasiveness and the ability to explain complex issues up and down the organization and around the supply chain. Another critical ability is building effective inter-organizational supply chain relationships. Learn how to create and deliver strong presentations and how to be professional in your spoken communications by looking at steak, sizzle and style. Non-verbal communication such as appearance and body language are also explored. Guidance on producing clear, concise and compelling reports and written communication, and examines do's and don'ts in electronic communication today."
"Faculty of Extension","","EXSCMA","5691","SMT Negotiation Skills","Negotiation skills are an essential competency for any manager, and especially those responsible for supply chain management. This Workshop provides you with a roadmap for leading or participating in successful negotiations. Focus on the entire negotiation process, and learn the activities and techniques to be used from the preparation stage to the actual face-to-face negotiations. It covers understanding the other negotiator, responding to power imbalances, as well as looking beyond the deal to building longer-term relationships. Interactive activities, including negotiation simulations and role-playing exercises, feature prominently and allow opportunities to fine-tune your own negotiating skills."
"Faculty of Extension","","EXSCMA","5692","SMT Competitive Bidding, Contract Preparation and Contract Management","Competitive bidding and contract management, if not handled properly, can lead to serious legal and financial consequences for any organization. This Workshop seeks to equip you with the tools required to turn this into a competitive advantage for your enterprise. Look at the conditions for successful competitive bidding and the elements of the bidding process, including RFPs and RFQs. Electronic tendering is also addressed. Examine the types of contracts and contract law. Gain an understanding of writing contract terms and how to manage a contract from performance review to dispute resolution and termination."
"Faculty of Extension","","EXSCMA","5696","SMT Accounting and Finance","This seminar provides a comprehensive overview of how finance impacts supply management. Basic terminology used in finance and accounting are defined. Participants learn how to read financial statements and understand how decisions are taken. They will be introduced to using key ratios to interpret financial information. The principles of accounting and budgeting will be presented. Participants will gain an understanding of how supply management practitioners make a business case for an investment and evaluate investment opportunities."
"Faculty of Extension","","EXSCMA","5697","SMT Marketing","Participants will learn the role and purpose of marketing with a special emphasis on how marketing affects supply management. The differences between marketing and sales, marketing products and services, as well as B2B and B2C marketing will be addressed. Market research, understanding your competition, market segmentation and market selection are key topics covered. Among the other subjects discussed is the marketing mix: the ""4 Ps"" of product, pricing, place and promotion. Strategies for market leaders and market followers will also be outlined."
"Faculty of Extension","","EXSCMA","5698","SMT Business Planning","Every department has a critical role to play in delivering an organization's strategy. This seminar provides an overview of strategic planning in an organization and the basic elements of a strategic analysis (SWOT). The Porter 5-forces model for analyzing the competitive environment will be introduced. Topics covered include critical success factors, strategic maps and company positioning, and strategic models (low-cost, differentiation, niche). Discuss how to develop a strategic plan in a supply management role and the linkages between the strategic plan and a budget."
"Faculty of Extension","Extension - Supervisory Development","EXSDP","5310","Principles of Supervision","Foundational principles help make supervisors into successful leaders. In this interactive workshop participants will develop the abilities to successfully manage themselves and others. The course will focus on examining the roles of the supervisor, strategies for motivating and managing people, and topics of navigating change, problem-solving and decision-making, as well as engaging in meaningful performance conversations. This is the recommended first course in the program."
"Faculty of Extension","Extension - Supervisory Development","EXSDP","5311","Interpersonal Communications","Communicating well is one of the most important contributors to operational success, and is critical to building relationships with people. Using experiential and reflective activities, as well as listening, questioning and non-verbal techniques, this workshop will help participants express themselves more clearly, better interpret the messages of others, manage interactions with different communication styles, and enhance their understanding of interpersonal conflict.Completion of EXSDP 5310 is strongly recommended prior to taking this course."
"Faculty of Extension","Extension - Supervisory Development","EXSDP","5312","Developing and Managing Teams","Team leadership and management play important roles in team success. These roles include anticipating the future while dealing with constant change, and maximizing a diversity of strengths while respecting differences. In this workshop, participants will learn about the benefits of creating a positive team culture and what it takes to boost a team's well-being and productivity. Assessing team dynamics will guide participants in exploring the concept of team agreements, principles and shared values.   Completion of EXSDP 5310 is strongly recommended prior to taking this course."
"Faculty of Extension","Extension - Supervisory Development","EXSDP","5313","Supervisory Facilitation and Presentation Skills","People who present their ideas clearly and facilitate groups effectively are able to influence positive results for themselves, their teams, and their organizations. This workshop will help participants become impactful presenters, skilled facilitators, and effective meeting leaders. Different learning styles, experiential activities, as well as practical tools and techniques for presenting and facilitating in a variety of situations, will all be explored.   Completion of EXSDP 5310 is strongly recommended prior to taking this course."
"Faculty of Extension","Extension - Supervisory Development","EXSDP","5314","Workforce Management and Development","In an economy driven by continuous innovation and change, creating a capable, motivated and resilient workforce is an important part of every supervisor's role. This workshop will introduce participants to development and management processes to recruit and retain a skilled workforce. Topics include strategies for hiring experience workers, building workforce capacity through skill development and strength recognition, and preparing for the future.  Completion of EXSDP 5310 is strongly recommended prior to taking this course."
"Faculty of Extension","Extension - Supervisory Development","EXSDP","5317","Supervisory Summation","This workshop will review and summarize the content of the Supervisory Development Citation Program and bring the entire body of knowledge together. Using case studies, group presentations and interactions, participants will have the opportunity to share the practical benefits, strategies and techniques gained through the program. Through facilitated discussion, participants will also be introduced to emerging trends and new workplace practices.  Prerequisites: EXSDP 5310, 5311, 5312, 5313, 5314 and (5315 or 5316 or 5318)"
"Faculty of Extension","Extension - Supervisory Development","EXSDP","5318","Employee Relations","A core skill set for supervisors includes being able to understand the Canadian workplace, trends around labour and management, rights of employer/employee and the responsibilities of the supervisors as they relate to their staff.  Completion of EXSDP 5310 is strongly recommended."
"Faculty of Extension","Extension - Spanish","EXSLC","3119","Spanish Module 1","This introduction to Spanish uses group work, exercises, and activities to practice vocabulary and structures in a conversational context. The basic elements include pronunciation, numbers, time and dates, greetings, descriptions, and basic sentence structure."
"Faculty of Extension","Extension - Spanish","EXSLC","3125","Spanish Module 2","The continuation of basic Spanish uses group work, exercises, and activities to practice vocabulary and structures in a conversational context. Beginning with a review of material from Module l, this course covers vocabulary for dining and travel, health, business conversation, and grammar related to forms of the present tense and reflexive verbs.    Completion of EXSLC 3119 is strongly recommended."
"Faculty of Extension","Extension - Spanish","EXSLC","3132","Spanish Module 4","Explore how to interact in the Spanish world by consolidating what you already know and expanding into new areas. You will tie together vocabulary, pronunciation, and grammar (including present, preterit, imperfect, present perfect, and future tenses.) The conditional mode is reviewed and the subjunctive is introduced and practiced in the present tense forms through the use of impersonal expressions, reflexive verbs, and commands. We will address the cultural aspects of such activities as shopping, meeting people, exploring cities, and doing business.    Completion of EXSLC 3377 is strongly recommended."
"Faculty of Extension","Extension - Spanish","EXSLC","3157","Spanish Module 5","Explore the Hispanic world by enjoying its arts and entertainment as you study the present and past tenses of the subjunctive mode. Learn about celebrations, housing, and stories while discovering the three main concepts of subjunctive and developing your level of comprehension, writing, and conversational skills.    Completion of EXSLC 3132 is strongly recommended."
"Faculty of Extension","Extension - Spanish","EXSLC","3200","Spanish Seminar 1","This seminar is intended primarily to improve your competence in oral Spanish. You will choose a project according to your interest - e.g., the folk music of a particular Spanish speaking country or region. Taking account of guidance and suggestions from the instructor and other members of the seminar, you will engage in research for the purpose of preparing a series of brief oral reports on your project. These will be presented and discussed at the seminar sessions.    Restricted to Spanish Language Certificate students and Prerequisite EXSLC 3157."
"Faculty of Extension","Extension - Spanish","EXSLC","3259","Spanish Seminar 2","This seminar will improve your competence in written Spanish. It will consist of individual student projects based on your personal experiences or interest - e.g. Spanish and your work or profession; living in Spain or Latin America. During the seminar your instructor will guide you towards model Spanish writers. You will be introduced to Internet sites to investigate your themes. The class will participate in discussions about the subjects in progress. At the culmination of the course you will present your project to the class, defending your main theory (ies).  Restricted to Spanish Language Certificate students and Prerequisite EXSLC 3200."
"Faculty of Extension","Extension - Spanish","EXSLC","3377","Spanish Module 3","Develop communicative competence through activities related to travel, business, and culture. We will review material from the two previous modules and then move on to the two past tenses (preterit and imperfect), practice reading, understanding and telling stories, descriptions of past events and comparing ""before"" and ""after"" or ""now"" and ""then"" situations. Basic techniques for speaking, listening comprehension and reading are included as well as a brief introduction in Spanish to the world of global trade.    Completion of EXSLC 3125 is strongly recommended."
"Faculty of Extension","Extension - Social Media","EXSM","3988","Effective Social Media Communication","Strategy and skills are needed for effective social media communication. Focusing on these, participants will learn how to create content for various popular social media platforms, and to engage their communities and customers in conversation through these platforms. A special focus of this course will be the different writing needs of several major social media platforms, and the development of strategic and skillful writing for these platforms."
"Faculty of Extension","Extension - Social Media","EXSM","3989","Digital Storytelling and Narrative","Web 2.0 storytelling employs the creative use of digital tools and offers exciting new possibilities for collaboration and sharing. Storytelling practices and features that have grown out of the Web 2.0 technologies and cultural forms will be introduced. The new ways of creating and experiencing narrative (often nonlinear and increasingly media-rich) that the social web can provide are explored, along with basic concepts of storytelling and its use as an educational and marketing tool in this new environment."
"Faculty of Extension","Extension - Social Media","EXSM","3990","Writing and Editing in the Digital World","Designed for those who find themselves having to write in multimedia platforms, and for writers already within the online realm, this course will look at a variety of delivery platforms. The primary role of the class will be an involvement with the multimodal text itself: writing, editing, and critiquing narrative for multimedia projects. Issues related to quality of content will be carefully looked at, as well as quality of writing specific to the online environment."
"Faculty of Extension","Extension - Social Media","EXSM","3991","Evaluating Trends in Social Media Communication","As technology changes, the platforms, methods of communication, and strategies also change. This course will address current and emerging trends in social media. You will be introduced to the 'next wave' of social media technology and the requirements for ongoing effectiveness."
"Faculty of Extension","Extension - Social Media","EXSM","3993","Visual Communication: Using Design to Improve Your Online Presence","Social media requires attention to design elements in order to be effective.  In this course, you will learn basic design principles that will assist you in creating an effective and visually-pleasing online presence, as well as how to use design to emphasize the message that is being delivered."
"Faculty of Extension","Extension - Social Media","EXSM","3995","Copyright and Privacy Protection","For anyone who participates in the online environment, it is important to know the etiquette, ethics, and various legal and policy issues that affect how we use social media.  Among the topics that will be discussed in this course are: creative commons, copyright, privacy, intellectual property, fair use, and the public domain. The differences that exist nationally and internationally will also be discussed, as this has important implications for social media use."
"Faculty of Extension","Extension - Social Media","EXSM","5510","Fundamentals of Social Media","In this overview on internet marketing and social media use, participants will explore key concepts associated with internet marketing and social media by becoming familiar with social media tools, website development and maintenance and web analytics. Specific topics include e-commerce best practices, available social media tools, search engine utilization, designing professional and appealing web content, and creating targeted videos and 'webisodes'. Tactics for tracking and analyzing success and determining trends will also be examined."
"Faculty of Extension","Extension - Social Media","EXSM","5511","Developing an Integrated Social Media Strategy","An introduction to current best practices for social media and internet marketing. Topics covered within this course include how to build an online presence through a strong marketing strategy that reflects organizational culture, strengthening organizations' reputation and brand, strategic planning and development, and executing an integrated strategic social media marketing plan."
"Faculty of Extension","Extension - Social Media","EXSM","5512","Analytics for Social Media","It's important to measure where your web traffic is coming from, how much web traffic you are receiving and which communication messages are most effective at driving users to your desired destination. There are several ways to use analytics in social media, and this course will explore specific approaches such as: Google analytics, web search optimization and ROI analysis."
"Faculty of Extension","Extension - Social Media","EXSM","5513","Online and Mobile Marketing and Commerce","Learn the skills needed to strategically market across various online platforms. This course will address how to implement best practices for web marketing, mobile marketing, affiliate marketing, website design, e-commerce, and other internet online marketing opportunities."
"Faculty of Extension","Extension - Social Media","EXSM","5514","Social Media Marketing","Learn the skills needed to maximize your social media imprint and impact. This course will focus on how to market across various social media platforms, and will cover subject matter such as how to create a social media following, how to engage and create social media and online communities, and best strategies for creating and directing web traffic."
"Faculty of Extension","Extension","EXT","300","Education Abroad: Global Perspectives","Gaining an awareness of one's own cultural perspectives and beliefs enables the development of intercultural understanding and competencies. By focusing on intercultural principles and practices, students engaged in educational and experiential experiences abroad will: explore the concept of culture and cultural variations; develop awareness of how their own culture influences values, beliefs, and actions: gain an understanding of the core intercultural competencies: acquire competencies and skills critical for studying, working, and living globally. Course is delivered asynchronously online and is intended for students participating in an education abroad or study abroad experience.  Sections offered in a Cost Recovery format at an increased rate of fee assessment; refer to the Fees Payment Guide in the University Regulations and Information for Students."
"Faculty of Extension","Extension","EXT","541","CBRE Experience","Students will participate in a supervised field experience and demonstrate the integration of concepts, principles and approaches learned in INT D 500 Introduction to Community-Based Research and valuation. Students will prepare a knowledge-sharing activity appropriate to the field experience setting. Normally students will be expected to complete all of their CBRE Graduate Certificate course requirements prior to enrolling in EXT 541. Open to students in the CBRE Graduate Certificate only."
"Faculty of Extension","Extension - Teaching in Learning","EXTL","5703","Teaching in Higher Education: The Society, the Teacher, the Student","This overview course provides a broad theoretical foundation for teaching and learning in higher education, as a base for the program's other, more practice-oriented courses. Participants will explore the function of higher education in society, the role of the teacher, and how students learn."
"Faculty of Extension","Extension - Teaching in Learning","EXTL","5704","Teaching Disciplinary Content in English as an Additional Language","This course provides the opportunity to develop a fundamental knowledge of theoretically-and emperically-based approaches to teaching disciplinary content in English.  Participants will explore the following approaches for making complex subject matter accessible to students: content based instruction in English, content-based literacy, content and language integrated learning, and graphic representation of knowledge structures across disciplines."
"Faculty of Extension","Extension - Teaching in Learning","EXTL","5705","Motivate and Engage in Higher Education","This course introduces participants to the role that motivation and engagement play in effective higher education teaching and learning. The course will provide practical, theory based techniques, along with discussion of their applicability to intercultural classroom contexts."
"Faculty of Extension","Extension - Teaching in Learning","EXTL","5706","Instructional Design Basics for Higher Education Contexts","This course will focus on the components of effective instructional design for the higher education classroom. Using the principles of constructive alignment, participants will gain experience in writing appropriate learning outcomes, designing engaging learning activities and assessing student learning."
"Faculty of Extension","Extension - Teaching in Learning","EXTL","5707","Lesson Planning in Theory and Practice","This course will build on the basics of instructional design discussed in EXTL 5706 and observations of higher education lessons. Participants will be introduced to various lesson planning models, and to the concept of emergent lesson design and the teachable moment, with the goal of applying these to the design of individual lessons."
"Faculty of Extension","Extension - Teaching in Learning","EXTL","5708","Teaching Practice","This course gives participants the opportunity to teach a mini-lesson, using the lesson plan developed in EXTL 5707. Participants will offer feedback to each other, the engage in self-reflection on their lesson."
"Faculty of Extension","Extension - Teaching in Learning","EXTL","5709","Intercultural Dimensions of Teaching and Learning in English-Medium Instruction Contexts","The growing presence of international students in EMI contexts challenges educators to interact effectively with students from diverse cultural backgrounds. This course will help participants to understand the theoretical and practical dimensions of intercultural competence, intercultural pedagogy, and discipline-specific intercultural differences."
"Faculty of Extension","Extension - Teaching in Learning","EXTL","5710","Teaching with Technology in Higher Education","The purpose of this course is to consider how technologies can facilitate active and interactive learning in higher education. Participants will examine the benefits and challenges of using a variety of technology-supported course delivery models, strategies, and tools, and their applicability in international contexts."
"Faculty of Extension","Extension - Teaching in Learning","EXTL","5713","English for Teaching Purposes","This course focuses on the specific disciplinary terminology and general academic language necessary for teaching content in EMI contexts. Participants will also be introduced to strategies for assisting their students to learn and use specialized vocabulary in English."
"Faculty of Extension","Extension - Teaching in Learning","EXTL","5714","Introduction to English-Medium Instruction","This course will give participants the theoretical foundation on which to base their understanding and practice of teaching and learning in English-medium instruction contexts. Topics will include how students learn; an introduction to the concepts of student-centered learning and active learning; and differences and similarities between teaching and learning in a native language and in English."
"Faculty of Extension","Extension - Teaching in Learning","EXTL","5715","Facilitating Student Participation in English-Medium Instruction Contexts","This course will assist participants to consider their students' reasons for engagement and non-engagement in their classes, and strategies for more fully fostering participation. According to participant needs and interests, topics may include question-posing strategies; facilitating student engagement in large classes; planning effective group work; and providing alternatives to oral participation."
"Faculty of Extension","Community Engagement","MACE","501","The Practice of Community Engaged Scholarship","An introduction to the conceptual foundations of the practice of community - engaged research and evaluation, with application across diverse disciplines and forms of engagement (e.g., health care, community development, government). A required course for students in the Master of Arts in Community Engagement program; others interested must seek consent of the instructor."
"Faculty of Extension","Community Engagement","MACE","502","Theoretical Foundations of the Scholarship of Engagement","An examination of the theoretical foundations that have shaped the study of community engagement. Students will explore this through a broad spectrum of disciplines and themes. A required course for students in the Master of Arts in Community Engagement program; others interested must seek consent of the instructor."
"Faculty of Extension","Community Engagement","MACE","503","Methods of Community Based Research","An introduction to research which broadly includes quantitative, qualitative, and mixed methods. Research design, formulating research questions, selecting appropriate methods, sampling, data analysis and knowledge mobilization will be included. This course is designed as a seminar, while some classes will be structured, the intent is for participants to learn from each other's experiences and research examples."
"Faculty of Extension","Community Engagement","MACE","597","Topics in Community Engagement","This course will address current issues in community engagement. A variety of topic areas may be offered. Course title is variable and the course may be repeated."
"Faculty of Extension","Community Engagement","MACE","598","Directed Study in Community Engagement","In collaboration with a faculty member, the student will propose a course of study to be undertaken. Course may be repeated."
"Faculty of Graduate Studies and Research","Agreement Formal (Registration)","AGRMT","900","Formal Agreement Registration","This course is reserved for University of Alberta graduate students participating in an approved program administered under a formal agreement between the University of Alberta and other institution(s), who wish to maintain part-time registration at the University of Alberta while studying at an approved partner institution. Closed to web registration. Registration is recommended to the FGSR by the student's home unit."
"Faculty of Graduate Studies and Research","Agreement Formal (Registration)","AGRMT","903","Formal Agreement Registration","This course is reserved for University of Alberta graduate students participating in an approved program administered under a formal agreement between the University of Alberta and other institution(s), who wish to maintain part-time registration at the University of Alberta while studying at an approved partner institution. Closed to web registration. Registration is recommended to the FGSR by the student's home unit."
